Country/Region,timestamp,conf_cases,recov_cases,death_cases
France,2020-01-23,0,0,0
Georgia,2020-01-23,0,0,0
Germany,2020-01-23,0,0,0
Greece,2020-01-23,0,0,0
Hong Kong,2020-01-23,2,0,0
Iceland,2020-01-23,0,0,0
India,2020-01-23,0,0,0
Iran,2020-01-23,0,0,0
Iraq,2020-01-23,0,0,0
Israel,2020-01-23,0,0,0
Italy,2020-01-23,0,0,0
Japan,2020-01-23,1,0,0
Kuwait,2020-01-23,0,0,0
Lebanon,2020-01-23,0,0,0
Lithuania,2020-01-23,0,0,0
Macau,2020-01-23,2,0,0
Mainland China,2020-01-23,639,30,18
Malaysia,2020-01-23,0,0,0
Mexico,2020-01-23,0,0,0
Nepal,2020-01-23,0,0,0
Netherlands,2020-01-23,0,0,0
New Zealand,2020-01-23,0,0,0
Nigeria,2020-01-23,0,0,0
North Ireland,2020-01-23,0,0,0
North Macedonia,2020-01-23,0,0,0
Norway,2020-01-23,0,0,0
Oman,2020-01-23,0,0,0
Others,2020-01-23,0,0,0
Pakistan,2020-01-23,0,0,0
Philippines,2020-01-23,0,0,0
Romania,2020-01-23,0,0,0
Russia,2020-01-23,0,0,0
San Marino,2020-01-23,0,0,0
Singapore,2020-01-23,1,0,0
South Korea,2020-01-23,1,0,0
Spain,2020-01-23,0,0,0
Sri Lanka,2020-01-23,0,0,0
Sweden,2020-01-23,0,0,0
Switzerland,2020-01-23,0,0,0
Taiwan,2020-01-23,1,0,0
Thailand,2020-01-23,3,0,0
UK,2020-01-23,0,0,0
US,2020-01-23,1,0,0
United Arab Emirates,2020-01-23,0,0,0
Vietnam,2020-01-23,2,0,0
 Azerbaijan,2020-01-24,0,0,0
Afghanistan,2020-01-24,0,0,0
Algeria,2020-01-24,0,0,0
Australia,2020-01-24,0,0,0
Austria,2020-01-24,0,0,0
Bahrain,2020-01-24,0,0,0
Belarus,2020-01-24,0,0,0
Belgium,2020-01-24,0,0,0
Brazil,2020-01-24,0,0,0
Cambodia,2020-01-24,0,0,0
Canada,2020-01-24,0,0,0
Croatia,2020-01-24,0,0,0
Denmark,2020-01-24,0,0,0
Egypt,2020-01-24,0,0,0
Estonia,2020-01-24,0,0,0
Finland,2020-01-24,0,0,0
France,2020-01-24,2,0,0
Georgia,2020-01-24,0,0,0
Germany,2020-01-24,0,0,0
Greece,2020-01-24,0,0,0
Hong Kong,2020-01-24,2,0,0
Iceland,2020-01-24,0,0,0
India,2020-01-24,0,0,0
Iran,2020-01-24,0,0,0
Iraq,2020-01-24,0,0,0
Israel,2020-01-24,0,0,0
Italy,2020-01-24,0,0,0
Japan,2020-01-24,2,0,0
Kuwait,2020-01-24,0,0,0
Lebanon,2020-01-24,0,0,0
Lithuania,2020-01-24,0,0,0
Macau,2020-01-24,2,0,0
Mainland China,2020-01-24,916,36,26
Malaysia,2020-01-24,0,0,0
Mexico,2020-01-24,0,0,0
Nepal,2020-01-24,0,0,0
Netherlands,2020-01-24,0,0,0
New Zealand,2020-01-24,0,0,0
Nigeria,2020-01-24,0,0,0
North Ireland,2020-01-24,0,0,0
North Macedonia,2020-01-24,0,0,0
Norway,2020-01-24,0,0,0
Oman,2020-01-24,0,0,0
Others,2020-01-24,0,0,0
Pakistan,2020-01-24,0,0,0
Philippines,2020-01-24,0,0,0
Romania,2020-01-24,0,0,0
Russia,2020-01-24,0,0,0
San Marino,2020-01-24,0,0,0
Singapore,2020-01-24,3,0,0
South Korea,2020-01-24,2,0,0
Spain,2020-01-24,0,0,0
Sri Lanka,2020-01-24,0,0,0
Sweden,2020-01-24,0,0,0
Switzerland,2020-01-24,0,0,0
Taiwan,2020-01-24,3,0,0
Thailand,2020-01-24,5,0,0
UK,2020-01-24,0,0,0
US,2020-01-24,2,0,0
United Arab Emirates,2020-01-24,0,0,0
Vietnam,2020-01-24,2,0,0
 Azerbaijan,2020-01-25,0,0,0
Afghanistan,2020-01-25,0,0,0
Algeria,2020-01-25,0,0,0
Australia,2020-01-25,0,0,0
Austria,2020-01-25,0,0,0
Bahrain,2020-01-25,0,0,0
Belarus,2020-01-25,0,0,0
Belgium,2020-01-25,0,0,0
Brazil,2020-01-25,0,0,0
Cambodia,2020-01-25,0,0,0
Canada,2020-01-25,0,0,0
Croatia,2020-01-25,0,0,0
Denmark,2020-01-25,0,0,0
Egypt,2020-01-25,0,0,0
Estonia,2020-01-25,0,0,0
Finland,2020-01-25,0,0,0
France,2020-01-25,3,0,0
Georgia,2020-01-25,0,0,0
Germany,2020-01-25,0,0,0
Greece,2020-01-25,0,0,0
Hong Kong,2020-01-25,5,0,0
Iceland,2020-01-25,0,0,0
India,2020-01-25,0,0,0
Iran,2020-01-25,0,0,0
Iraq,2020-01-25,0,0,0
Israel,2020-01-25,0,0,0
Italy,2020-01-25,0,0,0
Japan,2020-01-25,2,0,0
Kuwait,2020-01-25,0,0,0
Lebanon,2020-01-25,0,0,0
Lithuania,2020-01-25,0,0,0
Macau,2020-01-25,2,0,0
Mainland China,2020-01-25,1399,39,42
Malaysia,2020-01-25,3,0,0
Mexico,2020-01-25,0,0,0
Nepal,2020-01-25,1,0,0
Netherlands,2020-01-25,0,0,0
New Zealand,2020-01-25,0,0,0
Nigeria,2020-01-25,0,0,0
North Ireland,2020-01-25,0,0,0
North Macedonia,2020-01-25,0,0,0
Norway,2020-01-25,0,0,0
Oman,2020-01-25,0,0,0
Others,2020-01-25,0,0,0
Pakistan,2020-01-25,0,0,0
Philippines,2020-01-25,0,0,0
Romania,2020-01-25,0,0,0
Russia,2020-01-25,0,0,0
San Marino,2020-01-25,0,0,0
Singapore,2020-01-25,3,0,0
South Korea,2020-01-25,2,0,0
Spain,2020-01-25,0,0,0
Sri Lanka,2020-01-25,0,0,0
Sweden,2020-01-25,0,0,0
Switzerland,2020-01-25,0,0,0
Taiwan,2020-01-25,3,0,0
Thailand,2020-01-25,7,0,0
UK,2020-01-25,0,0,0
US,2020-01-25,2,0,0
United Arab Emirates,2020-01-25,0,0,0
Vietnam,2020-01-25,2,0,0
 Azerbaijan,2020-01-26,0,0,0
Afghanistan,2020-01-26,0,0,0
Algeria,2020-01-26,0,0,0
Australia,2020-01-26,4,0,0
Austria,2020-01-26,0,0,0
Bahrain,2020-01-26,0,0,0
Belarus,2020-01-26,0,0,0
Belgium,2020-01-26,0,0,0
Brazil,2020-01-26,0,0,0
Cambodia,2020-01-26,0,0,0
Canada,2020-01-26,1,0,0
Croatia,2020-01-26,0,0,0
Denmark,2020-01-26,0,0,0
Egypt,2020-01-26,0,0,0
Estonia,2020-01-26,0,0,0
Finland,2020-01-26,0,0,0
France,2020-01-26,3,0,0
Georgia,2020-01-26,0,0,0
Germany,2020-01-26,0,0,0
Greece,2020-01-26,0,0,0
Hong Kong,2020-01-26,8,0,0
Iceland,2020-01-26,0,0,0
India,2020-01-26,0,0,0
Iran,2020-01-26,0,0,0
Iraq,2020-01-26,0,0,0
Israel,2020-01-26,0,0,0
Italy,2020-01-26,0,0,0
Japan,2020-01-26,4,1,0
Kuwait,2020-01-26,0,0,0
Lebanon,2020-01-26,0,0,0
Lithuania,2020-01-26,0,0,0
Macau,2020-01-26,5,0,0
Mainland China,2020-01-26,2062,49,56
Malaysia,2020-01-26,4,0,0
Mexico,2020-01-26,0,0,0
Nepal,2020-01-26,1,0,0
Netherlands,2020-01-26,0,0,0
New Zealand,2020-01-26,0,0,0
Nigeria,2020-01-26,0,0,0
North Ireland,2020-01-26,0,0,0
North Macedonia,2020-01-26,0,0,0
Norway,2020-01-26,0,0,0
Oman,2020-01-26,0,0,0
Others,2020-01-26,0,0,0
Pakistan,2020-01-26,0,0,0
Philippines,2020-01-26,0,0,0
Romania,2020-01-26,0,0,0
Russia,2020-01-26,0,0,0
San Marino,2020-01-26,0,0,0
Singapore,2020-01-26,4,0,0
South Korea,2020-01-26,3,0,0
Spain,2020-01-26,0,0,0
Sri Lanka,2020-01-26,0,0,0
Sweden,2020-01-26,0,0,0
Switzerland,2020-01-26,0,0,0
Taiwan,2020-01-26,4,0,0
Thailand,2020-01-26,8,2,0
UK,2020-01-26,0,0,0
US,2020-01-26,5,0,0
United Arab Emirates,2020-01-26,0,0,0
Vietnam,2020-01-26,2,0,0
 Azerbaijan,2020-01-27,0,0,0
Afghanistan,2020-01-27,0,0,0
Algeria,2020-01-27,0,0,0
Australia,2020-01-27,5,0,0
Austria,2020-01-27,0,0,0
Bahrain,2020-01-27,0,0,0
Belarus,2020-01-27,0,0,0
Belgium,2020-01-27,0,0,0
Brazil,2020-01-27,0,0,0
Cambodia,2020-01-27,1,0,0
Canada,2020-01-27,1,0,0
Croatia,2020-01-27,0,0,0
Denmark,2020-01-27,0,0,0
Egypt,2020-01-27,0,0,0
Estonia,2020-01-27,0,0,0
Finland,2020-01-27,0,0,0
France,2020-01-27,3,0,0
Georgia,2020-01-27,0,0,0
Germany,2020-01-27,1,0,0
Greece,2020-01-27,0,0,0
Hong Kong,2020-01-27,8,0,0
Iceland,2020-01-27,0,0,0
India,2020-01-27,0,0,0
Iran,2020-01-27,0,0,0
Iraq,2020-01-27,0,0,0
Israel,2020-01-27,0,0,0
Italy,2020-01-27,0,0,0
Japan,2020-01-27,4,1,0
Kuwait,2020-01-27,0,0,0
Lebanon,2020-01-27,0,0,0
Lithuania,2020-01-27,0,0,0
Macau,2020-01-27,6,0,0
Mainland China,2020-01-27,2863,58,82
Malaysia,2020-01-27,4,0,0
Mexico,2020-01-27,0,0,0
Nepal,2020-01-27,1,0,0
Netherlands,2020-01-27,0,0,0
New Zealand,2020-01-27,0,0,0
Nigeria,2020-01-27,0,0,0
North Ireland,2020-01-27,0,0,0
North Macedonia,2020-01-27,0,0,0
Norway,2020-01-27,0,0,0
Oman,2020-01-27,0,0,0
Others,2020-01-27,0,0,0
Pakistan,2020-01-27,0,0,0
Philippines,2020-01-27,0,0,0
Romania,2020-01-27,0,0,0
Russia,2020-01-27,0,0,0
San Marino,2020-01-27,0,0,0
Singapore,2020-01-27,5,0,0
South Korea,2020-01-27,4,0,0
Spain,2020-01-27,0,0,0
Sri Lanka,2020-01-27,1,0,0
Sweden,2020-01-27,0,0,0
Switzerland,2020-01-27,0,0,0
Taiwan,2020-01-27,5,0,0
Thailand,2020-01-27,8,2,0
UK,2020-01-27,0,0,0
US,2020-01-27,5,0,0
United Arab Emirates,2020-01-27,0,0,0
Vietnam,2020-01-27,2,0,0
 Azerbaijan,2020-01-28,0,0,0
Afghanistan,2020-01-28,0,0,0
Algeria,2020-01-28,0,0,0
Australia,2020-01-28,5,0,0
Austria,2020-01-28,0,0,0
Bahrain,2020-01-28,0,0,0
Belarus,2020-01-28,0,0,0
Belgium,2020-01-28,0,0,0
Brazil,2020-01-28,0,0,0
Cambodia,2020-01-28,1,0,0
Canada,2020-01-28,2,0,0
Croatia,2020-01-28,0,0,0
Denmark,2020-01-28,0,0,0
Egypt,2020-01-28,0,0,0
Estonia,2020-01-28,0,0,0
Finland,2020-01-28,0,0,0
France,2020-01-28,4,0,0
Georgia,2020-01-28,0,0,0
Germany,2020-01-28,4,0,0
Greece,2020-01-28,0,0,0
Hong Kong,2020-01-28,8,0,0
Iceland,2020-01-28,0,0,0
India,2020-01-28,0,0,0
Iran,2020-01-28,0,0,0
Iraq,2020-01-28,0,0,0
Israel,2020-01-28,0,0,0
Italy,2020-01-28,0,0,0
Japan,2020-01-28,7,1,0
Kuwait,2020-01-28,0,0,0
Lebanon,2020-01-28,0,0,0
Lithuania,2020-01-28,0,0,0
Macau,2020-01-28,7,0,0
Mainland China,2020-01-28,5494,101,131
Malaysia,2020-01-28,4,0,0
Mexico,2020-01-28,0,0,0
Nepal,2020-01-28,1,0,0
Netherlands,2020-01-28,0,0,0
New Zealand,2020-01-28,0,0,0
Nigeria,2020-01-28,0,0,0
North Ireland,2020-01-28,0,0,0
North Macedonia,2020-01-28,0,0,0
Norway,2020-01-28,0,0,0
Oman,2020-01-28,0,0,0
Others,2020-01-28,0,0,0
Pakistan,2020-01-28,0,0,0
Philippines,2020-01-28,0,0,0
Romania,2020-01-28,0,0,0
Russia,2020-01-28,0,0,0
San Marino,2020-01-28,0,0,0
Singapore,2020-01-28,7,0,0
South Korea,2020-01-28,4,0,0
Spain,2020-01-28,0,0,0
Sri Lanka,2020-01-28,1,0,0
Sweden,2020-01-28,0,0,0
Switzerland,2020-01-28,0,0,0
Taiwan,2020-01-28,8,0,0
Thailand,2020-01-28,14,5,0
UK,2020-01-28,0,0,0
US,2020-01-28,5,0,0
United Arab Emirates,2020-01-28,0,0,0
Vietnam,2020-01-28,2,0,0
 Azerbaijan,2020-01-29,0,0,0
Afghanistan,2020-01-29,0,0,0
Algeria,2020-01-29,0,0,0
Australia,2020-01-29,6,0,0
Austria,2020-01-29,0,0,0
Bahrain,2020-01-29,0,0,0
Belarus,2020-01-29,0,0,0
Belgium,2020-01-29,0,0,0
Brazil,2020-01-29,0,0,0
Cambodia,2020-01-29,1,0,0
Canada,2020-01-29,2,0,0
Croatia,2020-01-29,0,0,0
Denmark,2020-01-29,0,0,0
Egypt,2020-01-29,0,0,0
Estonia,2020-01-29,0,0,0
Finland,2020-01-29,1,0,0
France,2020-01-29,5,0,0
Georgia,2020-01-29,0,0,0
Germany,2020-01-29,4,0,0
Greece,2020-01-29,0,0,0
Hong Kong,2020-01-29,10,0,0
Iceland,2020-01-29,0,0,0
India,2020-01-29,0,0,0
Iran,2020-01-29,0,0,0
Iraq,2020-01-29,0,0,0
Israel,2020-01-29,0,0,0
Italy,2020-01-29,0,0,0
Japan,2020-01-29,7,1,0
Kuwait,2020-01-29,0,0,0
Lebanon,2020-01-29,0,0,0
Lithuania,2020-01-29,0,0,0
Macau,2020-01-29,7,0,0
Mainland China,2020-01-29,6070,120,133
Malaysia,2020-01-29,7,0,0
Mexico,2020-01-29,0,0,0
Nepal,2020-01-29,1,0,0
Netherlands,2020-01-29,0,0,0
New Zealand,2020-01-29,0,0,0
Nigeria,2020-01-29,0,0,0
North Ireland,2020-01-29,0,0,0
North Macedonia,2020-01-29,0,0,0
Norway,2020-01-29,0,0,0
Oman,2020-01-29,0,0,0
Others,2020-01-29,0,0,0
Pakistan,2020-01-29,0,0,0
Philippines,2020-01-29,0,0,0
Romania,2020-01-29,0,0,0
Russia,2020-01-29,0,0,0
San Marino,2020-01-29,0,0,0
Singapore,2020-01-29,7,0,0
South Korea,2020-01-29,4,0,0
Spain,2020-01-29,0,0,0
Sri Lanka,2020-01-29,1,0,0
Sweden,2020-01-29,0,0,0
Switzerland,2020-01-29,0,0,0
Taiwan,2020-01-29,8,0,0
Thailand,2020-01-29,14,5,0
UK,2020-01-29,0,0,0
US,2020-01-29,5,0,0
United Arab Emirates,2020-01-29,4,0,0
Vietnam,2020-01-29,2,0,0
 Azerbaijan,2020-01-30,0,0,0
Afghanistan,2020-01-30,0,0,0
Algeria,2020-01-30,0,0,0
Australia,2020-01-30,9,2,0
Austria,2020-01-30,0,0,0
Bahrain,2020-01-30,0,0,0
Belarus,2020-01-30,0,0,0
Belgium,2020-01-30,0,0,0
Brazil,2020-01-30,0,0,0
Cambodia,2020-01-30,1,0,0
Canada,2020-01-30,2,0,0
Croatia,2020-01-30,0,0,0
Denmark,2020-01-30,0,0,0
Egypt,2020-01-30,0,0,0
Estonia,2020-01-30,0,0,0
Finland,2020-01-30,1,0,0
France,2020-01-30,5,0,0
Georgia,2020-01-30,0,0,0
Germany,2020-01-30,4,0,0
Greece,2020-01-30,0,0,0
Hong Kong,2020-01-30,10,0,0
Iceland,2020-01-30,0,0,0
India,2020-01-30,1,0,0
Iran,2020-01-30,0,0,0
Iraq,2020-01-30,0,0,0
Israel,2020-01-30,0,0,0
Italy,2020-01-30,0,0,0
Japan,2020-01-30,11,1,0
Kuwait,2020-01-30,0,0,0
Lebanon,2020-01-30,0,0,0
Lithuania,2020-01-30,0,0,0
Macau,2020-01-30,7,0,0
Mainland China,2020-01-30,8124,135,171
Malaysia,2020-01-30,8,0,0
Mexico,2020-01-30,0,0,0
Nepal,2020-01-30,1,0,0
Netherlands,2020-01-30,0,0,0
New Zealand,2020-01-30,0,0,0
Nigeria,2020-01-30,0,0,0
North Ireland,2020-01-30,0,0,0
North Macedonia,2020-01-30,0,0,0
Norway,2020-01-30,0,0,0
Oman,2020-01-30,0,0,0
Others,2020-01-30,0,0,0
Pakistan,2020-01-30,0,0,0
Philippines,2020-01-30,1,0,0
Romania,2020-01-30,0,0,0
Russia,2020-01-30,0,0,0
San Marino,2020-01-30,0,0,0
Singapore,2020-01-30,10,0,0
South Korea,2020-01-30,4,0,0
Spain,2020-01-30,0,0,0
Sri Lanka,2020-01-30,1,0,0
Sweden,2020-01-30,0,0,0
Switzerland,2020-01-30,0,0,0
Taiwan,2020-01-30,9,0,0
Thailand,2020-01-30,14,5,0
UK,2020-01-30,0,0,0
US,2020-01-30,5,0,0
United Arab Emirates,2020-01-30,4,0,0
Vietnam,2020-01-30,2,0,0
 Azerbaijan,2020-01-31,0,0,0
Afghanistan,2020-01-31,0,0,0
Algeria,2020-01-31,0,0,0
Australia,2020-01-31,9,2,0
Austria,2020-01-31,0,0,0
Bahrain,2020-01-31,0,0,0
Belarus,2020-01-31,0,0,0
Belgium,2020-01-31,0,0,0
Brazil,2020-01-31,0,0,0
Cambodia,2020-01-31,1,0,0
Canada,2020-01-31,4,0,0
Croatia,2020-01-31,0,0,0
Denmark,2020-01-31,0,0,0
Egypt,2020-01-31,0,0,0
Estonia,2020-01-31,0,0,0
Finland,2020-01-31,1,0,0
France,2020-01-31,5,0,0
Georgia,2020-01-31,0,0,0
Germany,2020-01-31,5,0,0
Greece,2020-01-31,0,0,0
Hong Kong,2020-01-31,12,0,0
Iceland,2020-01-31,0,0,0
India,2020-01-31,1,0,0
Iran,2020-01-31,0,0,0
Iraq,2020-01-31,0,0,0
Israel,2020-01-31,0,0,0
Italy,2020-01-31,2,0,0
Japan,2020-01-31,15,1,0
Kuwait,2020-01-31,0,0,0
Lebanon,2020-01-31,0,0,0
Lithuania,2020-01-31,0,0,0
Macau,2020-01-31,7,0,0
Mainland China,2020-01-31,9783,214,213
Malaysia,2020-01-31,8,0,0
Mexico,2020-01-31,0,0,0
Nepal,2020-01-31,1,0,0
Netherlands,2020-01-31,0,0,0
New Zealand,2020-01-31,0,0,0
Nigeria,2020-01-31,0,0,0
North Ireland,2020-01-31,0,0,0
North Macedonia,2020-01-31,0,0,0
Norway,2020-01-31,0,0,0
Oman,2020-01-31,0,0,0
Others,2020-01-31,0,0,0
Pakistan,2020-01-31,0,0,0
Philippines,2020-01-31,1,0,0
Romania,2020-01-31,0,0,0
Russia,2020-01-31,2,0,0
San Marino,2020-01-31,0,0,0
Singapore,2020-01-31,13,0,0
South Korea,2020-01-31,11,0,0
Spain,2020-01-31,0,0,0
Sri Lanka,2020-01-31,1,0,0
Sweden,2020-01-31,1,0,0
Switzerland,2020-01-31,0,0,0
Taiwan,2020-01-31,10,0,0
Thailand,2020-01-31,19,5,0
UK,2020-01-31,2,0,0
US,2020-01-31,7,0,0
United Arab Emirates,2020-01-31,4,0,0
Vietnam,2020-01-31,2,0,0
 Azerbaijan,2020-02-01,0,0,0
Afghanistan,2020-02-01,0,0,0
Algeria,2020-02-01,0,0,0
Australia,2020-02-01,12,2,0
Austria,2020-02-01,0,0,0
Bahrain,2020-02-01,0,0,0
Belarus,2020-02-01,0,0,0
Belgium,2020-02-01,0,0,0
Brazil,2020-02-01,0,0,0
Cambodia,2020-02-01,1,0,0
Canada,2020-02-01,4,0,0
Croatia,2020-02-01,0,0,0
Denmark,2020-02-01,0,0,0
Egypt,2020-02-01,0,0,0
Estonia,2020-02-01,0,0,0
Finland,2020-02-01,1,0,0
France,2020-02-01,6,0,0
Georgia,2020-02-01,0,0,0
Germany,2020-02-01,8,0,0
Greece,2020-02-01,0,0,0
Hong Kong,2020-02-01,13,0,0
Iceland,2020-02-01,0,0,0
India,2020-02-01,1,0,0
Iran,2020-02-01,0,0,0
Iraq,2020-02-01,0,0,0
Israel,2020-02-01,0,0,0
Italy,2020-02-01,2,0,0
Japan,2020-02-01,20,1,0
Kuwait,2020-02-01,0,0,0
Lebanon,2020-02-01,0,0,0
Lithuania,2020-02-01,0,0,0
Macau,2020-02-01,7,0,0
Mainland China,2020-02-01,11871,275,259
Malaysia,2020-02-01,8,0,0
Mexico,2020-02-01,0,0,0
Nepal,2020-02-01,1,0,0
Netherlands,2020-02-01,0,0,0
New Zealand,2020-02-01,0,0,0
Nigeria,2020-02-01,0,0,0
North Ireland,2020-02-01,0,0,0
North Macedonia,2020-02-01,0,0,0
Norway,2020-02-01,0,0,0
Oman,2020-02-01,0,0,0
Others,2020-02-01,0,0,0
Pakistan,2020-02-01,0,0,0
Philippines,2020-02-01,1,0,0
Romania,2020-02-01,0,0,0
Russia,2020-02-01,2,0,0
San Marino,2020-02-01,0,0,0
Singapore,2020-02-01,16,0,0
South Korea,2020-02-01,12,0,0
Spain,2020-02-01,1,0,0
Sri Lanka,2020-02-01,1,0,0
Sweden,2020-02-01,1,0,0
Switzerland,2020-02-01,0,0,0
Taiwan,2020-02-01,10,0,0
Thailand,2020-02-01,19,5,0
UK,2020-02-01,2,0,0
US,2020-02-01,8,0,0
United Arab Emirates,2020-02-01,4,0,0
Vietnam,2020-02-01,6,1,0
 Azerbaijan,2020-02-02,0,0,0
Afghanistan,2020-02-02,0,0,0
Algeria,2020-02-02,0,0,0
Australia,2020-02-02,12,2,0
Austria,2020-02-02,0,0,0
Bahrain,2020-02-02,0,0,0
Belarus,2020-02-02,0,0,0
Belgium,2020-02-02,0,0,0
Brazil,2020-02-02,0,0,0
Cambodia,2020-02-02,1,0,0
Canada,2020-02-02,4,0,0
Croatia,2020-02-02,0,0,0
Denmark,2020-02-02,0,0,0
Egypt,2020-02-02,0,0,0
Estonia,2020-02-02,0,0,0
Finland,2020-02-02,1,0,0
France,2020-02-02,6,0,0
Georgia,2020-02-02,0,0,0
Germany,2020-02-02,10,0,0
Greece,2020-02-02,0,0,0
Hong Kong,2020-02-02,15,0,0
Iceland,2020-02-02,0,0,0
India,2020-02-02,2,0,0
Iran,2020-02-02,0,0,0
Iraq,2020-02-02,0,0,0
Israel,2020-02-02,0,0,0
Italy,2020-02-02,2,0,0
Japan,2020-02-02,20,1,0
Kuwait,2020-02-02,0,0,0
Lebanon,2020-02-02,0,0,0
Lithuania,2020-02-02,0,0,0
Macau,2020-02-02,8,0,0
Mainland China,2020-02-02,16607,463,361
Malaysia,2020-02-02,8,0,0
Mexico,2020-02-02,0,0,0
Nepal,2020-02-02,1,0,0
Netherlands,2020-02-02,0,0,0
New Zealand,2020-02-02,0,0,0
Nigeria,2020-02-02,0,0,0
North Ireland,2020-02-02,0,0,0
North Macedonia,2020-02-02,0,0,0
Norway,2020-02-02,0,0,0
Oman,2020-02-02,0,0,0
Others,2020-02-02,0,0,0
Pakistan,2020-02-02,0,0,0
Philippines,2020-02-02,2,0,1
Romania,2020-02-02,0,0,0
Russia,2020-02-02,2,0,0
San Marino,2020-02-02,0,0,0
Singapore,2020-02-02,18,0,0
South Korea,2020-02-02,15,0,0
Spain,2020-02-02,1,0,0
Sri Lanka,2020-02-02,1,0,0
Sweden,2020-02-02,1,0,0
Switzerland,2020-02-02,0,0,0
Taiwan,2020-02-02,10,0,0
Thailand,2020-02-02,19,5,0
UK,2020-02-02,2,0,0
US,2020-02-02,8,0,0
United Arab Emirates,2020-02-02,5,0,0
Vietnam,2020-02-02,6,1,0
 Azerbaijan,2020-02-03,0,0,0
Afghanistan,2020-02-03,0,0,0
Algeria,2020-02-03,0,0,0
Australia,2020-02-03,12,2,0
Austria,2020-02-03,0,0,0
Bahrain,2020-02-03,0,0,0
Belarus,2020-02-03,0,0,0
Belgium,2020-02-03,0,0,0
Brazil,2020-02-03,0,0,0
Cambodia,2020-02-03,1,0,0
Canada,2020-02-03,4,0,0
Croatia,2020-02-03,0,0,0
Denmark,2020-02-03,0,0,0
Egypt,2020-02-03,0,0,0
Estonia,2020-02-03,0,0,0
Finland,2020-02-03,1,0,0
France,2020-02-03,6,0,0
Georgia,2020-02-03,0,0,0
Germany,2020-02-03,12,0,0
Greece,2020-02-03,0,0,0
Hong Kong,2020-02-03,15,0,0
Iceland,2020-02-03,0,0,0
India,2020-02-03,3,0,0
Iran,2020-02-03,0,0,0
Iraq,2020-02-03,0,0,0
Israel,2020-02-03,0,0,0
Italy,2020-02-03,2,0,0
Japan,2020-02-03,20,1,0
Kuwait,2020-02-03,0,0,0
Lebanon,2020-02-03,0,0,0
Lithuania,2020-02-03,0,0,0
Macau,2020-02-03,8,0,0
Mainland China,2020-02-03,19693,614,425
Malaysia,2020-02-03,8,0,0
Mexico,2020-02-03,0,0,0
Nepal,2020-02-03,1,0,0
Netherlands,2020-02-03,0,0,0
New Zealand,2020-02-03,0,0,0
Nigeria,2020-02-03,0,0,0
North Ireland,2020-02-03,0,0,0
