Country/Region,timestamp,conf_cases,recov_cases,death_cases
Australia,2020-01-26,4,0.0,0
Belgium,2020-01-26,0,0.0,0
Cambodia,2020-01-26,0,0.0,0
Canada,2020-01-26,1,0.0,0
Egypt,2020-01-26,0,0.0,0
Finland,2020-01-26,0,0.0,0
France,2020-01-26,3,0.0,0
Germany,2020-01-26,0,0.0,0
Hong Kong,2020-01-26,8,0.0,0
India,2020-01-26,0,0.0,0
Italy,2020-01-26,0,0.0,0
Japan,2020-01-26,4,1.0,0
Macau,2020-01-26,5,0.0,0
Mainland China,2020-01-26,2062,49.0,56
Malaysia,2020-01-26,4,0.0,0
Nepal,2020-01-26,1,0.0,0
Others,2020-01-26,0,0.0,0
Philippines,2020-01-26,0,0.0,0
Russia,2020-01-26,0,0.0,0
Singapore,2020-01-26,4,0.0,0
South Korea,2020-01-26,3,0.0,0
Spain,2020-01-26,0,0.0,0
Sri Lanka,2020-01-26,0,0.0,0
Sweden,2020-01-26,0,0.0,0
Taiwan,2020-01-26,4,0.0,0
Thailand,2020-01-26,8,2.0,0
UK,2020-01-26,0,0.0,0
US,2020-01-26,5,0.0,0
United Arab Emirates,2020-01-26,0,0.0,0
Vietnam,2020-01-26,2,0.0,0
Australia,2020-01-27,5,0.0,0
Belgium,2020-01-27,0,0.0,0
Cambodia,2020-01-27,1,0.0,0
Canada,2020-01-27,1,0.0,0
Egypt,2020-01-27,0,0.0,0
Finland,2020-01-27,0,0.0,0
France,2020-01-27,3,0.0,0
Germany,2020-01-27,1,0.0,0
Hong Kong,2020-01-27,8,0.0,0
India,2020-01-27,0,0.0,0
Italy,2020-01-27,0,0.0,0
Japan,2020-01-27,4,1.0,0
Macau,2020-01-27,6,0.0,0
Mainland China,2020-01-27,2863,58.0,82
Malaysia,2020-01-27,4,0.0,0
Nepal,2020-01-27,1,0.0,0
Others,2020-01-27,0,0.0,0
Philippines,2020-01-27,0,0.0,0
Russia,2020-01-27,0,0.0,0
Singapore,2020-01-27,5,0.0,0
South Korea,2020-01-27,4,0.0,0
Spain,2020-01-27,0,0.0,0
Sri Lanka,2020-01-27,1,0.0,0
Sweden,2020-01-27,0,0.0,0
Taiwan,2020-01-27,5,0.0,0
Thailand,2020-01-27,8,2.0,0
UK,2020-01-27,0,0.0,0
US,2020-01-27,5,0.0,0
United Arab Emirates,2020-01-27,0,0.0,0
Vietnam,2020-01-27,2,0.0,0
Australia,2020-01-28,5,0.0,0
Belgium,2020-01-28,0,0.0,0
Cambodia,2020-01-28,1,0.0,0
Canada,2020-01-28,2,0.0,0
Egypt,2020-01-28,0,0.0,0
Finland,2020-01-28,0,0.0,0
France,2020-01-28,4,0.0,0
Germany,2020-01-28,4,0.0,0
Hong Kong,2020-01-28,8,0.0,0
India,2020-01-28,0,0.0,0
Italy,2020-01-28,0,0.0,0
Japan,2020-01-28,7,1.0,0
Macau,2020-01-28,7,0.0,0
Mainland China,2020-01-28,5494,101.0,131
Malaysia,2020-01-28,4,0.0,0
Nepal,2020-01-28,1,0.0,0
Others,2020-01-28,0,0.0,0
Philippines,2020-01-28,0,0.0,0
Russia,2020-01-28,0,0.0,0
Singapore,2020-01-28,7,0.0,0
South Korea,2020-01-28,4,0.0,0
Spain,2020-01-28,0,0.0,0
Sri Lanka,2020-01-28,1,0.0,0
Sweden,2020-01-28,0,0.0,0
Taiwan,2020-01-28,8,0.0,0
Thailand,2020-01-28,14,5.0,0
UK,2020-01-28,0,0.0,0
US,2020-01-28,5,0.0,0
United Arab Emirates,2020-01-28,0,0.0,0
Vietnam,2020-01-28,2,0.0,0
Australia,2020-01-29,6,0.0,0
Belgium,2020-01-29,0,0.0,0
Cambodia,2020-01-29,1,0.0,0
Canada,2020-01-29,2,0.0,0
Egypt,2020-01-29,0,0.0,0
Finland,2020-01-29,1,0.0,0
France,2020-01-29,5,0.0,0
Germany,2020-01-29,4,0.0,0
Hong Kong,2020-01-29,10,0.0,0
India,2020-01-29,0,0.0,0
Italy,2020-01-29,0,0.0,0
Japan,2020-01-29,7,1.0,0
Macau,2020-01-29,7,0.0,0
Mainland China,2020-01-29,6070,120.0,133
Malaysia,2020-01-29,7,0.0,0
Nepal,2020-01-29,1,0.0,0
Others,2020-01-29,0,0.0,0
Philippines,2020-01-29,0,0.0,0
Russia,2020-01-29,0,0.0,0
Singapore,2020-01-29,7,0.0,0
South Korea,2020-01-29,4,0.0,0
Spain,2020-01-29,0,0.0,0
Sri Lanka,2020-01-29,1,0.0,0
Sweden,2020-01-29,0,0.0,0
Taiwan,2020-01-29,8,0.0,0
Thailand,2020-01-29,14,5.0,0
UK,2020-01-29,0,0.0,0
US,2020-01-29,5,0.0,0
United Arab Emirates,2020-01-29,4,0.0,0
Vietnam,2020-01-29,2,0.0,0
Australia,2020-01-30,9,2.0,0
Belgium,2020-01-30,0,0.0,0
Cambodia,2020-01-30,1,0.0,0
Canada,2020-01-30,2,0.0,0
Egypt,2020-01-30,0,0.0,0
Finland,2020-01-30,1,0.0,0
France,2020-01-30,5,0.0,0
Germany,2020-01-30,4,0.0,0
Hong Kong,2020-01-30,10,0.0,0
India,2020-01-30,1,0.0,0
Italy,2020-01-30,0,0.0,0
Japan,2020-01-30,11,1.0,0
Macau,2020-01-30,7,0.0,0
Mainland China,2020-01-30,8124,135.0,171
Malaysia,2020-01-30,8,0.0,0
Nepal,2020-01-30,1,0.0,0
Others,2020-01-30,0,0.0,0
Philippines,2020-01-30,1,0.0,0
Russia,2020-01-30,0,0.0,0
Singapore,2020-01-30,10,0.0,0
South Korea,2020-01-30,4,0.0,0
Spain,2020-01-30,0,0.0,0
Sri Lanka,2020-01-30,1,0.0,0
Sweden,2020-01-30,0,0.0,0
Taiwan,2020-01-30,9,0.0,0
Thailand,2020-01-30,14,5.0,0
UK,2020-01-30,0,0.0,0
US,2020-01-30,5,0.0,0
United Arab Emirates,2020-01-30,4,0.0,0
Vietnam,2020-01-30,2,0.0,0
Australia,2020-01-31,9,2.0,0
Belgium,2020-01-31,0,0.0,0
Cambodia,2020-01-31,1,0.0,0
Canada,2020-01-31,4,0.0,0
Egypt,2020-01-31,0,0.0,0
Finland,2020-01-31,1,0.0,0
France,2020-01-31,5,0.0,0
Germany,2020-01-31,5,0.0,0
Hong Kong,2020-01-31,12,0.0,0
India,2020-01-31,1,0.0,0
Italy,2020-01-31,2,0.0,0
Japan,2020-01-31,15,1.0,0
Macau,2020-01-31,7,0.0,0
Mainland China,2020-01-31,9783,214.0,213
Malaysia,2020-01-31,8,0.0,0
Nepal,2020-01-31,1,0.0,0
Others,2020-01-31,0,0.0,0
Philippines,2020-01-31,1,0.0,0
Russia,2020-01-31,2,0.0,0
Singapore,2020-01-31,13,0.0,0
South Korea,2020-01-31,11,0.0,0
Spain,2020-01-31,0,0.0,0
Sri Lanka,2020-01-31,1,0.0,0
Sweden,2020-01-31,1,0.0,0
Taiwan,2020-01-31,10,0.0,0
Thailand,2020-01-31,19,5.0,0
UK,2020-01-31,2,0.0,0
US,2020-01-31,7,0.0,0
United Arab Emirates,2020-01-31,4,0.0,0
Vietnam,2020-01-31,2,0.0,0
Australia,2020-02-01,12,2.0,0
Belgium,2020-02-01,0,0.0,0
Cambodia,2020-02-01,1,0.0,0
Canada,2020-02-01,4,0.0,0
Egypt,2020-02-01,0,0.0,0
Finland,2020-02-01,1,0.0,0
France,2020-02-01,6,0.0,0
Germany,2020-02-01,8,0.0,0
Hong Kong,2020-02-01,13,0.0,0
India,2020-02-01,1,0.0,0
Italy,2020-02-01,2,0.0,0
Japan,2020-02-01,20,1.0,0
Macau,2020-02-01,7,0.0,0
Mainland China,2020-02-01,11871,275.0,259
Malaysia,2020-02-01,8,0.0,0
Nepal,2020-02-01,1,0.0,0
Others,2020-02-01,0,0.0,0
Philippines,2020-02-01,1,0.0,0
Russia,2020-02-01,2,0.0,0
Singapore,2020-02-01,16,0.0,0
South Korea,2020-02-01,12,0.0,0
Spain,2020-02-01,1,0.0,0
Sri Lanka,2020-02-01,1,0.0,0
Sweden,2020-02-01,1,0.0,0
Taiwan,2020-02-01,10,0.0,0
Thailand,2020-02-01,19,5.0,0
UK,2020-02-01,2,0.0,0
US,2020-02-01,8,0.0,0
United Arab Emirates,2020-02-01,4,0.0,0
Vietnam,2020-02-01,6,1.0,0
Australia,2020-02-02,12,2.0,0
Belgium,2020-02-02,0,0.0,0
Cambodia,2020-02-02,1,0.0,0
Canada,2020-02-02,4,0.0,0
Egypt,2020-02-02,0,0.0,0
Finland,2020-02-02,1,0.0,0
France,2020-02-02,6,0.0,0
Germany,2020-02-02,10,0.0,0
Hong Kong,2020-02-02,15,0.0,0
India,2020-02-02,2,0.0,0
Italy,2020-02-02,2,0.0,0
Japan,2020-02-02,20,1.0,0
Macau,2020-02-02,8,0.0,0
Mainland China,2020-02-02,16607,463.0,361
Malaysia,2020-02-02,8,0.0,0
Nepal,2020-02-02,1,0.0,0
Others,2020-02-02,0,0.0,0
Philippines,2020-02-02,2,0.0,1
Russia,2020-02-02,2,0.0,0
Singapore,2020-02-02,18,0.0,0
South Korea,2020-02-02,15,0.0,0
Spain,2020-02-02,1,0.0,0
Sri Lanka,2020-02-02,1,0.0,0
Sweden,2020-02-02,1,0.0,0
Taiwan,2020-02-02,10,0.0,0
Thailand,2020-02-02,19,5.0,0
UK,2020-02-02,2,0.0,0
US,2020-02-02,8,0.0,0
United Arab Emirates,2020-02-02,5,0.0,0
Vietnam,2020-02-02,6,1.0,0
Australia,2020-02-03,12,2.0,0
Belgium,2020-02-03,0,0.0,0
Cambodia,2020-02-03,1,0.0,0
Canada,2020-02-03,4,0.0,0
Egypt,2020-02-03,0,0.0,0
Finland,2020-02-03,1,0.0,0
France,2020-02-03,6,0.0,0
Germany,2020-02-03,12,0.0,0
Hong Kong,2020-02-03,15,0.0,0
India,2020-02-03,3,0.0,0
Italy,2020-02-03,2,0.0,0
Japan,2020-02-03,20,1.0,0
Macau,2020-02-03,8,0.0,0
Mainland China,2020-02-03,19693,614.0,425
Malaysia,2020-02-03,8,0.0,0
Nepal,2020-02-03,1,0.0,0
Others,2020-02-03,0,0.0,0
Philippines,2020-02-03,2,0.0,1
Russia,2020-02-03,2,0.0,0
Singapore,2020-02-03,18,0.0,0
South Korea,2020-02-03,15,0.0,0
Spain,2020-02-03,1,0.0,0
Sri Lanka,2020-02-03,1,0.0,0
Sweden,2020-02-03,1,0.0,0
Taiwan,2020-02-03,10,0.0,0
Thailand,2020-02-03,19,5.0,0
UK,2020-02-03,2,0.0,0
US,2020-02-03,11,0.0,0
United Arab Emirates,2020-02-03,5,0.0,0
Vietnam,2020-02-03,8,1.0,0
Australia,2020-02-04,13,2.0,0
Belgium,2020-02-04,1,0.0,0
Cambodia,2020-02-04,1,0.0,0
Canada,2020-02-04,4,0.0,0
Egypt,2020-02-04,0,0.0,0
Finland,2020-02-04,1,0.0,0
France,2020-02-04,6,0.0,0
Germany,2020-02-04,12,0.0,0
Hong Kong,2020-02-04,17,0.0,1
India,2020-02-04,3,0.0,0
Italy,2020-02-04,2,0.0,0
Japan,2020-02-04,22,1.0,0
Macau,2020-02-04,10,0.0,0
Mainland China,2020-02-04,23680,843.0,490
Malaysia,2020-02-04,10,0.0,0
Nepal,2020-02-04,1,0.0,0
Others,2020-02-04,0,0.0,0
Philippines,2020-02-04,2,0.0,1
Russia,2020-02-04,2,0.0,0
Singapore,2020-02-04,24,0.0,0
South Korea,2020-02-04,16,0.0,0
Spain,2020-02-04,1,0.0,0
Sri Lanka,2020-02-04,1,0.0,0
Sweden,2020-02-04,1,0.0,0
Taiwan,2020-02-04,11,0.0,0
Thailand,2020-02-04,25,5.0,0
UK,2020-02-04,2,0.0,0
US,2020-02-04,11,0.0,0
United Arab Emirates,2020-02-04,5,0.0,0
Vietnam,2020-02-04,8,1.0,0
Australia,2020-02-05,13,2.0,0
Belgium,2020-02-05,1,0.0,0
Cambodia,2020-02-05,1,0.0,0
Canada,2020-02-05,5,0.0,0
Egypt,2020-02-05,0,0.0,0
Finland,2020-02-05,1,0.0,0
France,2020-02-05,6,0.0,0
Germany,2020-02-05,12,0.0,0
Hong Kong,2020-02-05,21,0.0,1
India,2020-02-05,3,0.0,0
Italy,2020-02-05,2,0.0,0
Japan,2020-02-05,22,1.0,0
Macau,2020-02-05,10,0.0,0
Mainland China,2020-02-05,27409,1115.0,562
Malaysia,2020-02-05,12,0.0,0
Nepal,2020-02-05,1,0.0,0
Others,2020-02-05,0,0.0,0
Philippines,2020-02-05,2,0.0,1
Russia,2020-02-05,2,0.0,0
Singapore,2020-02-05,28,0.0,0
South Korea,2020-02-05,19,0.0,0
Spain,2020-02-05,1,0.0,0
Sri Lanka,2020-02-05,1,0.0,0
Sweden,2020-02-05,1,0.0,0
Taiwan,2020-02-05,11,0.0,0
Thailand,2020-02-05,25,5.0,0
UK,2020-02-05,2,0.0,0
US,2020-02-05,12,0.0,0
United Arab Emirates,2020-02-05,5,0.0,0
Vietnam,2020-02-05,8,1.0,0
Australia,2020-02-06,14,2.0,0
Belgium,2020-02-06,1,0.0,0
Cambodia,2020-02-06,1,0.0,0
Canada,2020-02-06,5,0.0,0
Egypt,2020-02-06,0,0.0,0
Finland,2020-02-06,1,0.0,0
France,2020-02-06,6,0.0,0
Germany,2020-02-06,12,0.0,0
Hong Kong,2020-02-06,24,0.0,1
India,2020-02-06,3,0.0,0
Italy,2020-02-06,2,0.0,0
Japan,2020-02-06,45,1.0,0
Macau,2020-02-06,10,1.0,0
Mainland China,2020-02-06,30553,1476.0,632
Malaysia,2020-02-06,12,0.0,0
Nepal,2020-02-06,1,0.0,0
Others,2020-02-06,0,0.0,0
Philippines,2020-02-06,2,0.0,1
Russia,2020-02-06,2,0.0,0
Singapore,2020-02-06,28,0.0,0
South Korea,2020-02-06,23,0.0,0
Spain,2020-02-06,1,0.0,0
Sri Lanka,2020-02-06,1,0.0,0
Sweden,2020-02-06,1,0.0,0
Taiwan,2020-02-06,16,1.0,0
Thailand,2020-02-06,25,5.0,0
UK,2020-02-06,2,0.0,0
US,2020-02-06,12,0.0,0
United Arab Emirates,2020-02-06,5,0.0,0
Vietnam,2020-02-06,10,1.0,0
Australia,2020-02-07,15,2.0,0
Belgium,2020-02-07,1,0.0,0
Cambodia,2020-02-07,1,0.0,0
Canada,2020-02-07,7,0.0,0
Egypt,2020-02-07,0,0.0,0
Finland,2020-02-07,1,0.0,0
France,2020-02-07,6,0.0,0
Germany,2020-02-07,13,0.0,0
Hong Kong,2020-02-07,25,0.0,1
India,2020-02-07,3,0.0,0
Italy,2020-02-07,3,0.0,0
Japan,2020-02-07,25,1.0,0
Macau,2020-02-07,10,1.0,0
Mainland China,2020-02-07,34075,1998.0,717
Malaysia,2020-02-07,12,1.0,0
Nepal,2020-02-07,1,0.0,0
Others,2020-02-07,61,0.0,0
Philippines,2020-02-07,3,0.0,1
Russia,2020-02-07,2,0.0,0
Singapore,2020-02-07,30,0.0,0
South Korea,2020-02-07,24,1.0,0
Spain,2020-02-07,1,0.0,0
Sri Lanka,2020-02-07,1,0.0,0
Sweden,2020-02-07,1,0.0,0
Taiwan,2020-02-07,16,1.0,0
Thailand,2020-02-07,25,5.0,0
UK,2020-02-07,3,0.0,0
US,2020-02-07,12,0.0,0
United Arab Emirates,2020-02-07,5,0.0,0
Vietnam,2020-02-07,10,1.0,0
Australia,2020-02-08,15,2.0,0
Belgium,2020-02-08,1,0.0,0
Cambodia,2020-02-08,1,0.0,0
Canada,2020-02-08,7,0.0,0
Egypt,2020-02-08,0,0.0,0
Finland,2020-02-08,1,0.0,0
France,2020-02-08,11,0.0,0
Germany,2020-02-08,13,0.0,0
Hong Kong,2020-02-08,26,0.0,1
India,2020-02-08,3,0.0,0
Italy,2020-02-08,3,0.0,0
Japan,2020-02-08,25,1.0,0
Macau,2020-02-08,10,1.0,0
Mainland China,2020-02-08,36778,2595.0,804
Malaysia,2020-02-08,16,1.0,0
Nepal,2020-02-08,1,0.0,0
Others,2020-02-08,61,0.0,0
Philippines,2020-02-08,3,0.0,1
Russia,2020-02-08,2,0.0,0
Singapore,2020-02-08,33,2.0,0
South Korea,2020-02-08,24,1.0,0
Spain,2020-02-08,1,0.0,0
Sri Lanka,2020-02-08,1,1.0,0
Sweden,2020-02-08,1,0.0,0
Taiwan,2020-02-08,17,1.0,0
Thailand,2020-02-08,32,10.0,0
UK,2020-02-08,3,0.0,0
US,2020-02-08,12,0.0,0
United Arab Emirates,2020-02-08,7,0.0,0
Vietnam,2020-02-08,13,1.0,0
Australia,2020-02-09,15,2.0,0
Belgium,2020-02-09,1,0.0,0
Cambodia,2020-02-09,1,0.0,0
Canada,2020-02-09,7,0.0,0
Egypt,2020-02-09,0,0.0,0
Finland,2020-02-09,1,0.0,0
France,2020-02-09,11,0.0,0
Germany,2020-02-09,14,0.0,0
Hong Kong,2020-02-09,29,0.0,1
India,2020-02-09,3,0.0,0
Italy,2020-02-09,3,0.0,0
Japan,2020-02-09,26,1.0,0
Macau,2020-02-09,10,1.0,0
Mainland China,2020-02-09,39790,3218.0,904
Malaysia,2020-02-09,16,1.0,0
Nepal,2020-02-09,1,0.0,0
Others,2020-02-09,64,0.0,0
Philippines,2020-02-09,3,0.0,1
Russia,2020-02-09,2,0.0,0
Singapore,2020-02-09,40,2.0,0
South Korea,2020-02-09,25,3.0,0
Spain,2020-02-09,2,0.0,0
Sri Lanka,2020-02-09,1,1.0,0
Sweden,2020-02-09,1,0.0,0
Taiwan,2020-02-09,18,1.0,0
Thailand,2020-02-09,32,10.0,0
UK,2020-02-09,3,0.0,0
US,2020-02-09,12,3.0,0
United Arab Emirates,2020-02-09,7,0.0,0
Vietnam,2020-02-09,13,1.0,0
Australia,2020-02-10,15,2.0,0
Belgium,2020-02-10,1,0.0,0
Cambodia,2020-02-10,1,0.0,0
Canada,2020-02-10,7,0.0,0
Egypt,2020-02-10,0,0.0,0
Finland,2020-02-10,1,0.0,0
France,2020-02-10,11,0.0,0
Germany,2020-02-10,14,0.0,0
Hong Kong,2020-02-10,38,0.0,1
India,2020-02-10,3,0.0,0
Italy,2020-02-10,3,0.0,0
Japan,2020-02-10,26,4.0,0
Macau,2020-02-10,10,1.0,0
Mainland China,2020-02-10,42306,3917.0,1011
Malaysia,2020-02-10,18,1.0,0
Nepal,2020-02-10,1,0.0,0
Others,2020-02-10,135,0.0,0
Philippines,2020-02-10,3,0.0,1
Russia,2020-02-10,2,0.0,0
Singapore,2020-02-10,45,2.0,0
South Korea,2020-02-10,27,3.0,0
Spain,2020-02-10,2,0.0,0
Sri Lanka,2020-02-10,1,1.0,0
Sweden,2020-02-10,1,0.0,0
Taiwan,2020-02-10,18,1.0,0
Thailand,2020-02-10,32,10.0,0
UK,2020-02-10,8,0.0,0
US,2020-02-10,12,3.0,0
United Arab Emirates,2020-02-10,8,0.0,0
Vietnam,2020-02-10,14,1.0,0
Australia,2020-02-11,15,2.0,0
Belgium,2020-02-11,1,0.0,0
Cambodia,2020-02-11,1,0.0,0
Canada,2020-02-11,7,0.0,0
Egypt,2020-02-11,0,0.0,0
Finland,2020-02-11,1,0.0,0
France,2020-02-11,11,0.0,0
Germany,2020-02-11,16,0.0,0
Hong Kong,2020-02-11,49,0.0,1
India,2020-02-11,3,0.0,0
Italy,2020-02-11,3,0.0,0
Japan,2020-02-11,26,9.0,0
Macau,2020-02-11,10,1.0,0
Mainland China,2020-02-11,44327,4635.0,1111
Malaysia,2020-02-11,18,3.0,0
Nepal,2020-02-11,1,0.0,0
Others,2020-02-11,135,0.0,0
Philippines,2020-02-11,3,0.0,1
Russia,2020-02-11,2,0.0,0
Singapore,2020-02-11,47,9.0,0
South Korea,2020-02-11,28,3.0,0
Spain,2020-02-11,2,0.0,0
Sri Lanka,2020-02-11,1,1.0,0
Sweden,2020-02-11,1,0.0,0
Taiwan,2020-02-11,18,1.0,0
Thailand,2020-02-11,33,10.0,0
UK,2020-02-11,8,0.0,0
US,2020-02-11,13,3.0,0
United Arab Emirates,2020-02-11,8,0.0,0
Vietnam,2020-02-11,15,6.0,0
Australia,2020-02-12,15,2.0,0
Belgium,2020-02-12,1,0.0,0
Cambodia,2020-02-12,1,1.0,0
Canada,2020-02-12,7,1.0,0
Egypt,2020-02-12,0,0.0,0
Finland,2020-02-12,1,1.0,0
France,2020-02-12,11,2.0,0
Germany,2020-02-12,16,0.0,0
Hong Kong,2020-02-12,50,1.0,1
India,2020-02-12,3,0.0,0
Italy,2020-02-12,3,0.0,0
Japan,2020-02-12,28,9.0,0
Macau,2020-02-12,10,2.0,0
Mainland China,2020-02-12,44699,5079.0,1116
Malaysia,2020-02-12,18,3.0,0
Nepal,2020-02-12,1,1.0,0
Others,2020-02-12,175,0.0,0
Philippines,2020-02-12,3,1.0,1
Russia,2020-02-12,2,2.0,0
Singapore,2020-02-12,50,15.0,0
South Korea,2020-02-12,28,7.0,0
Spain,2020-02-12,2,0.0,0
Sri Lanka,2020-02-12,1,1.0,0
Sweden,2020-02-12,1,0.0,0
Taiwan,2020-02-12,18,1.0,0
Thailand,2020-02-12,33,10.0,0
UK,2020-02-12,9,1.0,0
US,2020-02-12,13,3.0,0
United Arab Emirates,2020-02-12,8,1.0,0
Vietnam,2020-02-12,15,6.0,0
Australia,2020-02-13,15,8.0,0
Belgium,2020-02-13,1,0.0,0
Cambodia,2020-02-13,1,1.0,0
Canada,2020-02-13,7,1.0,0
Egypt,2020-02-13,0,0.0,0
Finland,2020-02-13,1,1.0,0
France,2020-02-13,11,2.0,0
Germany,2020-02-13,16,1.0,0
Hong Kong,2020-02-13,53,1.0,1
India,2020-02-13,3,0.0,0
Italy,2020-02-13,3,0.0,0
Japan,2020-02-13,28,9.0,1
Macau,2020-02-13,10,3.0,0
Mainland China,2020-02-13,59832,6213.0,1368
Malaysia,2020-02-13,19,3.0,0
Nepal,2020-02-13,1,1.0,0
Others,2020-02-13,175,0.0,0
Philippines,2020-02-13,3,1.0,1
Russia,2020-02-13,2,2.0,0
Singapore,2020-02-13,58,15.0,0
South Korea,2020-02-13,28,7.0,0
Spain,2020-02-13,2,0.0,0
Sri Lanka,2020-02-13,1,1.0,0
Sweden,2020-02-13,1,0.0,0
Taiwan,2020-02-13,18,1.0,0
Thailand,2020-02-13,33,12.0,0
UK,2020-02-13,9,1.0,0
US,2020-02-13,15,3.0,0
United Arab Emirates,2020-02-13,8,1.0,0
Vietnam,2020-02-13,16,7.0,0
Australia,2020-02-14,15,8.0,0
Belgium,2020-02-14,1,0.0,0
Cambodia,2020-02-14,1,1.0,0
Canada,2020-02-14,7,1.0,0
Egypt,2020-02-14,1,0.0,0
Finland,2020-02-14,1,1.0,0
France,2020-02-14,11,2.0,0
Germany,2020-02-14,16,1.0,0
Hong Kong,2020-02-14,56,1.0,1
India,2020-02-14,3,0.0,0
Italy,2020-02-14,3,0.0,0
Japan,2020-02-14,29,9.0,1
Macau,2020-02-14,10,3.0,0
Mainland China,2020-02-14,66292,7973.0,1520
Malaysia,2020-02-14,19,3.0,0
